party_id,country_name_short_from_elections,country_name_from_elections,election_type,election_date,vote_share,seats,seats_total,party_name_short_from_elections,party_name_from_elections,party_name_english_from_elections,left_right_from_elections,country_id_from_elections,election_id,previous_parliament_election_id,previous_cabinet_id,vote_share_max,vote_share_median,vote_share_mean,country_name_short_from_parties,country_name_from_parties,party_name_short_from_parties,party_name_english_from_parties,party_name_from_parties,party_name_ascii,family_name_short,family_name,left_right_from_parties,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,country_id_from_parties,family_id,election_year,election_decade,election_half_decade
212,NLD,Netherlands,parliament,1981-05-26,1.25,2.0,150,RPF,Reformatorische Politieke Federati,Reformatory Political Federation,8.2963,8,81,635.0,563.0,2.03,1.38,1.405,NLD,Netherlands,RPF,Reformatory Political Federation,Reformatorische Politieke Federati,Reformatorische Politieke Federati,chr,Christian democracy,8.2963,6.0,8.5455,3.5447,,,,1109.0,2608.0,1008.0,,1008.0,8.0,3.0,1981,1980,1980
275,NLD,Netherlands,parliament,1982-09-08,0.83,1.0,150,CP,Centrumpartij,Centre Party,8.7,8,116,81.0,6.0,0.83,0.83,0.83,NLD,Netherlands,CP,Centre Party,Centrumpartij,Centrumpartij,right,Right-wing,8.8,5.9,8.5,2.3,,,,,,,,,8.0,40.0,1982,1980,1980
756,NLD,Netherlands,parliament,1989-09-06,4.07,6.0,150,GL,GroenLinks,GreenLeft,2.0454,8,627,62.0,550.0,9.1,5.14,5.511111111111111,NLD,Netherlands,GL,GreenLeft,GroenLinks,GroenLinks,eco,Green/Ecologist,2.0454,2.1108,1.6440000000000001,6.1973,22110.0,297.0,1528110.0,,2601.0,1005.0,7100.0,1005.0,8.0,19.0,1989,1980,1985
209,NLD,Netherlands,parliament,1989-09-06,0.92,1.0,150,CD,Centrum Democraten,Centre Democrats,9.4097,8,627,62.0,550.0,2.46,1.69,1.69,NLD,Netherlands,CD,Centre Democrats,Centrum Democraten,Centrum Democraten,right,Right-wing,9.4097,8.5714,9.25,1.3119999999999998,,,,,2609.0,1009.0,,1009.0,8.0,40.0,1989,1980,1985
112,NLD,Netherlands,parliament,1994-05-03,3.63,6.0,150,AOV|VSP,Algemeen Ouderen Verbond | Verenigde Senioren Partij,General Senior Union | United Seniors Party,,8,570,627.0,148.0,3.63,3.63,3.63,NLD,Netherlands,AOV|VSP,General Senior Union | United Seniors Party,Algemeen Ouderen Verbond | Verenigde Senioren Partij,Algemeen Ouderen Verbond | Verenigde Senioren Partij,spec,Special issue,,,,,,,,,,,,,8.0,16.0,1994,1990,1990
357,NLD,Netherlands,parliament,1994-05-03,1.32,2.0,150,SP,Socialistiese Partij,Socialist Party,1.2146,8,570,627.0,148.0,16.58,7.71,7.7775,NLD,Netherlands,SP,Socialist Party,Socialistiese Partij,Socialistiese Partij,com,Communist/Socialist,1.3682,1.0421,4.2099,2.5049,22220.0,304.0,1528220.0,,,,7180.0,1014.0,8.0,14.0,1994,1990,1990
456,NLD,Netherlands,parliament,2002-05-15,17.0,26.0,150,LPF,Lijst Pim Fortuyn,Fortuyn List,8.5609,8,74,372.0,749.0,17.0,11.35,11.35,NLD,Netherlands,LPF,Fortuyn List,Lijst Pim Fortuyn,Lijst Pim Fortuyn,right,Right-wing,8.5609,8.0776,4.7759,2.5798,22720.0,,,,,,7120.0,1015.0,8.0,40.0,2002,2000,2000
1206,NLD,Netherlands,parliament,2002-05-15,2.54,4.0,150,CU,ChristenUnie,ChristianUnion,6.1732,8,74,372.0,749.0,3.97,3.185,3.0666666666666664,NLD,Netherlands,CU,ChristianUnion,ChristenUnie,ChristenUnie,chr,Christian democracy,6.1732,4.6769,8.6005,4.4157,22526.0,294.0,1528526.0,,,,7060.0,1016.0,8.0,3.0,2002,2000,2000
744,NLD,Netherlands,parliament,2002-05-15,1.61,2.0,150,LN,Leefbaar Nederland,Livable Netherlands,8.7,8,74,372.0,749.0,1.61,1.61,1.61,NLD,Netherlands,LN,Livable Netherlands,Leefbaar Nederland,Leefbaar Nederland,right,Right-wing,8.8,5.9,8.5,2.3,22430.0,,,,,,,,8.0,40.0,2002,2000,2000
1501,NLD,Netherlands,parliament,2006-11-22,5.89,9.0,150,PVV,Partij voor de Vrijheid,Party for Freedom,8.8,8,578,335.0,65.0,15.45,11.59,11.13,NLD,Netherlands,PVV,Party for Freedom,Partij voor de Vrijheid,Partij voor de Vrijheid,right,Right-wing,8.8,8.29,6.57,0.9167,,301.0,1528600.0,,,,,1017.0,8.0,40.0,2006,2000,2005
990,NLD,Netherlands,parliament,2006-11-22,1.83,2.0,150,PvdD,Partij voor de Dieren,Party for the Animals,,8,578,335.0,65.0,3.2,1.88,2.065,NLD,Netherlands,PvdD,Party for the Animals,Partij voor de Dieren,Partij voor de Dieren,spec,Special issue,,,,,,300.0,1528006.0,,,,,1018.0,8.0,16.0,2006,2000,2005
2109,NLD,Netherlands,parliament,2012-09-12,1.88,2.0,150,50+,50PLUS,50PLUS,6.0,8,785,530.0,1028.0,3.1,2.49,2.49,NLD,Netherlands,50+,50PLUS,50PLUS,50PLUS,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,8.0,6.0,2012,2010,2010
2641,NLD,Netherlands,parliament,2017-03-15,2.1,3.0,150,DENK,Beweging DENK,Think,6.0,8,1012,785.0,1041.0,2.1,2.1,2.1,NLD,Netherlands,DENK,Think,Beweging DENK,Beweging DENK,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,8.0,6.0,2017,2010,2015
2642,NLD,Netherlands,parliament,2017-03-15,1.8,2.0,150,FvD,Forum voor Democratie,Forum for Democracy,7.4,8,1012,785.0,1041.0,1.8,1.8,1.8,NLD,Netherlands,FvD,Forum for Democracy,Forum voor Democratie,Forum voor Democratie,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,8.0,26.0,2017,2010,2015
647,NOR,Norway,parliament,1900-07-01,54.0,77.0,114,V,Venstre,Liberal Party of Norway,5.1467,9,943,,,54.0,11.325,16.615333333333332,NOR,Norway,V,Liberal Party of Norway,Venstre,Venstre,lib,Liberal,5.1467,5.9148,3.2581,4.0766,12420.0,,,1303.0,2906.0,1508.0,7614.0,3507.0,9.0,6.0,1900,1900,1900
1435,NOR,Norway,parliament,1900-07-01,40.8,31.0,114,H,HÃ¸yre,Conservative Party,7.8994,9,943,,,44.8,23.115000000000002,24.966250000000002,NOR,Norway,H,Conservative Party,HÃ¸yre,Hoyre,con,Conservative,7.8994,8.2957,3.5839999999999996,9.5074,12620.0,,,1306.0,2908.0,1506.0,7524.0,3503.0,9.0,26.0,1900,1900,1900
2473,NOR,Norway,parliament,1900-07-01,,6.0,114,MV,Moderate Venstre,Moderate Liberal Party,6.0,9,943,,,,,,NOR,Norway,MV,Moderate Liberal Party,Moderate Venstre,Moderate Venstre,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,9.0,6.0,1900,1900,1900
104,NOR,Norway,parliament,1903-09-16,9.7,5.0,117,DNA,Det norske Arbeiderparti,Norwegian Labour Party,3.3706,9,944,943.0,1378.0,48.3,35.29,34.13677419354839,NOR,Norway,DNA,Norwegian Labour Party,Det norske Arbeiderparti,Det norske Arbeiderparti,soc,Social democracy,3.3706,2.9574,2.7105,8.2933,12320.0,,,1302.0,2903.0,1503.0,7488.0,3501.0,9.0,11.0,1903,1900,1900
2415,NOR,Norway,parliament,1903-09-16,,2.0,117,DRF,Det radikale Folkeparti, Radical People's Party,1.2,9,944,943.0,1378.0,4.8,2.5,2.5522222222222224,NOR,Norway,DRF, Radical People's Party,Det radikale Folkeparti,Det radikale Folkeparti,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,9.0,14.0,1903,1900,1900
2472,NOR,Norway,parliament,1909-10-25,,23.0,123,FV,Frisinnede Venstre,Liberal Left Party,6.0,9,946,945.0,1382.0,2.59,1.62,1.883333333333333,NOR,Norway,FV,Liberal Left Party,Frisinnede Venstre,Frisinnede Venstre,lib,Liberal,6.0,6.7,3.6,8.7,,,,,,,,,9.0,6.0,1909,1900,1905
702,NOR,Norway,parliament,1915-10-21,1.0,1.0,123,Sp,Senterpartiet,Centre Party,4.6565,9,948,947.0,1240.0,16.7,8.6,9.044444444444444,NOR,Norway,Sp,Centre Party,Senterpartiet,Senterpartiet,agr,Agrarian,4.6565,2.807,5.7644,0.188,12810.0,,,1304.0,2904.0,1504.0,7596.0,3505.0,9.0,2.0,1915,1910,1915
2474,NOR,Norway,parliament,1921-10-24,9.2,8.0,150,NSA,Norges Socialdemokratiske Arbeiderparti,Social Democratic Labour Party of Norway,3.3,9,950,949.0,1235.0,9.2,9.0,9.0,NOR,Norway,NSA,Social Democratic Labour Party of Norway,Norges Socialdemokratiske Arbeiderparti,Norges Socialdemokratiske Arbeiderparti,soc,Social democracy,3.3,3.5,3.5,8.1,,,,,,,,,9.0,11.0,1921,1920,1920
27,NOR,Norway,parliament,1924-10-21,6.1,6.0,150,NKP,Norges Kommunistiske Parti,Communist Party of Norway,1.2,9,951,950.0,1233.0,11.9,5.08,6.097999999999999,NOR,Norway,NKP,Communist Party of Norway,Norges Kommunistiske Parti,Norges Kommunistiske Parti,com,Communist/Socialist,1.3,1.4,3.0,0.0,12220.0,,,,,1501.0,,,9.0,14.0,1924,1920,1920
2578,NOR,Norway,parliament,1927-10-17,,1.0,150,etc,others,others,,9,867,951.0,1231.0,,,,NOR,Norway,etc,others,others,others,none,no family,,,,,,,,,,,,,9.0,12.0,1927,1920,1925
1538,NOR,Norway,parliament,1933-10-16,0.82,1.0,150,KrF,Kristelig Folkeparti,Christian Democratic Party,5.8516,9,865,866.0,1225.0,13.7,8.36,8.17904761904762,NOR,Norway,KrF,Christian Democratic Party,Kristelig Folkeparti,Kristelig Folkeparti,chr,Christian democracy,5.8516,4.5865,9.198,3.1003,12520.0,,,1305.0,2907.0,1505.0,7542.0,3506.0,9.0,3.0,1933,1930,1930
2420,NOR,Norway,parliament,1933-10-16,1.5,1.0,150,Soc,Samfundspartiet,Society Party,6.2,9,865,866.0,1225.0,3.1,2.3,2.3,NOR,Norway,Soc,Society Party,Samfundspartiet,Samfundspartiet,chr,Christian democracy,6.2,5.7,7.1,8.3,,,,,,,,,9.0,3.0,1933,1930,1930
2194,NOR,Norway,parliament,1949-10-10,6.14,9.0,150,FeBo,Felleslister borgerlige,Electoral lists Conservatives,7.4,9,478,220.0,58.0,6.14,3.34,3.34,NOR,Norway,FeBo,Electoral lists Conservatives,Felleslister borgerlige,Felleslister borgerlige,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,9.0,26.0,1949,1940,1945
1773,NOR,Norway,parliament,1961-09-11,2.4,2.0,150,SF,Sosialistisk Folkeparti,Socialist People's Party,1.2,9,622,429.0,61.0,6.0,4.2,4.2,NOR,Norway,SF,Socialist People's Party,Sosialistisk Folkeparti,Sosialistisk Folkeparti,com,Communist/Socialist,1.3,1.4,3.0,3.3,12221.0,,,,,,,,9.0,14.0,1961,1960,1960
81,NOR,Norway,parliament,1973-09-09,11.23,16.0,155,SV,Sosialistisk Venstreparti,Socialist Left Party,1.5839,9,523,580.0,822.0,12.5,6.1,7.285833333333333,NOR,Norway,SV,Socialist Left Party,Sosialistisk Venstreparti,Sosialistisk Venstreparti,com,Communist/Socialist,1.5839,1.3534,1.5038,1.1568,12221.0,,,1301.0,2902.0,1502.0,7578.0,3504.0,9.0,14.0,1973,1970,1970
351,NOR,Norway,parliament,1973-09-09,5.01,4.0,155,Fr,Fremskrittspartiet,Progress Party,8.7595,9,523,580.0,822.0,22.9,14.7,12.637272727272727,NOR,Norway,Fr,Progress Party,Fremskrittspartiet,Fremskrittspartiet,right,Right-wing,8.7595,7.5,5.5388,6.119,12951.0,,,1307.0,2909.0,1507.0,7506.0,3502.0,9.0,40.0,1973,1970,1970
1209,NOR,Norway,parliament,1973-09-09,3.43,1.0,155,DLF,Det Liberale Folkepartiet,Liberal People's Party,6.0,9,523,580.0,822.0,3.43,3.43,3.43,NOR,Norway,DLF,Liberal People's Party,Det Liberale Folkepartiet,Det Liberale Folkepartiet,lib,Liberal,6.0,6.7,3.6,8.7,12410.0,,,,,,,,9.0,6.0,1973,1970,1970
1638,NOR,Norway,parliament,1993-09-13,1.1,1.0,165,RV,RÃ¸d Valgallianse,Red Electoral Alliance,0.4089,9,404,571.0,588.0,2.4,1.75,1.75,NOR,Norway,RV,Red Electoral Alliance,RÃ¸d Valgallianse,Rod Valgallianse,com,Communist/Socialist,0.4089,0.5764,1.0,0.4511,,,,,2901.0,,7560.0,,9.0,14.0,1993,1990,1990
780,NOR,Norway,parliament,1997-09-16,0.4,1.0,165,Kp,Kystpartiet,Coastal Party,7.4,9,669,404.0,813.0,1.7,1.05,1.05,NOR,Norway,Kp,Coastal Party,Kystpartiet,Kystpartiet,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,9.0,26.0,1997,1990,1995
2254,NOR,Norway,parliament,2013-09-09,2.8,1.0,169,MDG,MiljÃ¸partiet De GrÃ¸nne,Green Party,2.5,9,801,285.0,551.0,3.2,3.0,3.0,NOR,Norway,MDG,Green Party,MiljÃ¸partiet De GrÃ¸nne,Miljopartiet De Gronne,eco,Green/Ecologist,2.5,2.5,1.8,6.5,,,,,,,,,9.0,19.0,2013,2010,2010
2469,NZL,New Zealand,parliament,1902-11-25,51.77,47.0,80,NZLP,New Zealand Liberal Party,New Zealand Liberal Party,6.0,11,974,,,58.67,32.214999999999996,36.485,NZL,New Zealand,NZLP,New Zealand Liberal Party,New Zealand Liberal Party,New Zealand Liberal Party,lib,Liberal,6.0,6.7,3.6,,,,,,,,,,11.0,6.0,1902,1900,1900
2471,NZL,New Zealand,parliament,1902-11-25,20.57,19.0,80,RP,Reform Party,Reform Party,7.4,11,974,,,47.18,33.48,34.093636363636364,NZL,New Zealand,RP,Reform Party,Reform Party,Reform Party,con,Conservative,7.4,6.4,7.0,,,,,,,,,,11.0,26.0,1902,1900,1900
1365,NZL,New Zealand,parliament,1902-11-25,,4.0,80,etc,others,others,,11,974,,,10.51,10.51,10.51,NZL,New Zealand,etc,others,others,others,none,no family,,,,,,,,,,,,,11.0,12.0,1902,1900,1900
878,NZL,New Zealand,parliament,1908-12-01,4.1,1.0,80,LP,Labour Party,Labour Party,4.4830000000000005,11,972,973.0,1309.0,55.8,40.055,36.2888888888889,NZL,New Zealand,LP,Labour Party,Labour Party,Labour Party,soc,Social democracy,4.4830000000000005,3.9889,3.5,,64320.0,,,1201.0,2703.0,,7300.0,,11.0,11.0,1908,1900,1905
2549,NZL,New Zealand,parliament,1914-12-11,4.21,2.0,80,SDP,Social Democratic Party,Social Democratic Party,3.3,11,953,952.0,1320.0,4.21,4.21,4.21,NZL,New Zealand,SDP,Social Democratic Party,Social Democratic Party,Social Democratic Party,soc,Social democracy,3.3,3.5,3.5,,,,,,,,,,11.0,11.0,1914,1910,1910
2467,NZL,New Zealand,parliament,1928-11-14,1.59,1.0,80,CouPa,Country Party,Country Party,5.3,11,957,956.0,1313.0,2.34,1.67,1.8666666666666665,NZL,New Zealand,CouPa,Country Party,Country Party,Country Party,agr,Agrarian,5.3,4.9,6.5,,,,,,,,,,11.0,2.0,1928,1920,1925
2470,NZL,New Zealand,parliament,1935-11-27,0.73,2.0,80,RM,RÄtana Movement,Ratana Movement,,11,959,958.0,1319.0,0.73,0.73,0.73,NZL,New Zealand,RM,Ratana Movement,RÄtana Movement,Rtana Movement,spec,Special issue,,,,,,,,,,,,,11.0,16.0,1935,1930,1935
997,NZL,New Zealand,parliament,1938-10-15,40.3,25.0,80,NP,National Party,National Party,6.7193,11,960,959.0,1316.0,53.94,44.21,42.50444444444445,NZL,New Zealand,NP,National Party,National Party,National Party,con,Conservative,6.7193,7.2299,7.0,,64620.0,,,1203.0,2704.0,,7268.0,,11.0,26.0,1938,1930,1935
1636,NZL,New Zealand,parliament,1966-11-26,14.48,1.0,80,SC|DP,Social Credit | Democratic Party,Social Credit | Democratic Party,5.6,11,391,117.0,668.0,20.65,15.275,14.707500000000001,NZL,New Zealand,SC|DP,Social Credit | Democratic Party,Social Credit | Democratic Party,Social Credit | Democratic Party,spec,Special issue,5.6,,,,64951.0,,,1202.0,,,,,11.0,16.0,1966,1960,1965
930,NZL,New Zealand,parliament,1990-10-27,5.16,1.0,97,NLP,New Labour Party,New Labour Party,2.7778,11,350,322.0,571.0,5.16,5.16,5.16,NZL,New Zealand,NLP,New Labour Party,New Labour Party,New Labour Party,soc,Social democracy,2.7778,3.5,3.5,,,,,,2701.0,,,,11.0,11.0,1990,1990,1990
1444,NZL,New Zealand,parliament,1993-11-06,18.21,2.0,99,A,Alliance,Alliance,2.0757,11,634,350.0,473.0,18.21,10.1,12.016666666666667,NZL,New Zealand,A,Alliance,Alliance,Alliance,soc,Social democracy,2.0757,1.1111,3.5,,64321.0,,,,2702.0,,7236.0,,11.0,11.0,1993,1990,1990
891,NZL,New Zealand,parliament,1993-11-06,8.4,2.0,99,NZFP,New Zealand First Party,New Zealand First Party,6.0388,11,634,350.0,473.0,13.35,7.800000000000001,8.07,NZL,New Zealand,NZFP,New Zealand First Party,New Zealand First Party,New Zealand First Party,con,Conservative,6.0388,5.4386,7.0,,64621.0,,,,,,7284.0,,11.0,26.0,1993,1990,1990
617,NZL,New Zealand,parliament,1996-10-12,6.1,8.0,120,ACT,ACT New Zealand,ACT New Zealand,9.0263,11,561,634.0,830.0,7.14,2.58,3.4625,NZL,New Zealand,ACT,ACT New Zealand,ACT New Zealand,ACT New Zealand,lib,Liberal,9.0263,8.9751,3.6,,64420.0,,,,,,7220.0,,11.0,6.0,1996,1990,1995
917,NZL,New Zealand,parliament,1996-10-12,0.88,1.0,120,UNZ,United New Zealand,United New Zealand,6.1219,11,561,634.0,830.0,0.88,0.71,0.71,NZL,New Zealand,UNZ,United New Zealand,United New Zealand,United New Zealand,con,Conservative,6.1219,6.3158,7.0,,64421.0,,,,,,7332.0,,11.0,26.0,1996,1990,1995
1171,NZL,New Zealand,parliament,1999-11-27,5.16,7.0,120,Greens,Green Party,Green Party,1.7729,11,451,561.0,388.0,11.06,6.72,7.462857142857142,NZL,New Zealand,Greens,Green Party,Green Party,Green Party,eco,Green/Ecologist,1.7729,2.2438,1.8,,64110.0,,,,,,7252.0,,11.0,19.0,1999,1990,1995
1313,NZL,New Zealand,parliament,2002-07-27,6.69,8.0,120,UFNZ,United Future New Zealand,United Future New Zealand,6.1219,11,572,451.0,212.0,6.69,0.87,2.21,NZL,New Zealand,UFNZ,United Future New Zealand,United Future New Zealand,United Future New Zealand,lib,Liberal,6.1219,6.3158,3.6,,64421.0,,,,,,7332.0,,11.0,6.0,2002,2000,2000
354,NZL,New Zealand,parliament,2002-07-27,1.7,2.0,120,PP,Progressive Party,Progressive Party,3.0194,11,572,451.0,212.0,1.7,1.16,1.2566666666666666,NZL,New Zealand,PP,Progressive Party,Progressive Party,Progressive Party,soc,Social democracy,3.0194,2.6316,3.5,,64422.0,,,,,,7316.0,,11.0,11.0,2002,2000,2000
114,NZL,New Zealand,parliament,2005-09-17,2.12,4.0,121,MP,MÄori Party,Maori Party,,11,675,572.0,845.0,2.39,1.775,1.815,NZL,New Zealand,MP,Maori Party,MÄori Party,Maori Party,spec,Special issue,,,,,64951.0,,,,,,,,11.0,16.0,2005,2000,2005
1972,NZL,New Zealand,parliament,2011-11-26,1.08,1.0,121,Mana,Mana Party,Mana Party,,11,776,660.0,251.0,1.08,1.08,1.08,NZL,New Zealand,Mana,Mana Party,Mana Party,Mana Party,spec,Special issue,,,,,,,,,,,,,11.0,16.0,2011,2010,2010
1077,POL,Poland,parliament,1989-06-18,,173.0,460,PZPR,Polska Zjednoczone Partia Robotnicza,Polish United Workers' Party,1.2,74,158,,,,,,POL,Poland,PZPR,Polish United Workers' Party,Polska Zjednoczone Partia Robotnicza,Polska Zjednoczone Partia Robotnicza,com,Communist/Socialist,1.3,1.4,3.0,3.3,,,,,,,,,74.0,14.0,1989,1980,1985
108,POL,Poland,parliament,1989-06-18,,161.0,460,S,SolidarnoÅ›Ä‡,Solidarnosc,3.3,74,158,,,5.1,5.1,5.1,POL,Poland,S,Solidarnosc,SolidarnoÅ›Ä‡,Solidarnosc,soc,Social democracy,3.3,3.5,3.5,8.1,92320.0,,,,,,,,74.0,11.0,1989,1980,1985
822,POL,Poland,parliament,1989-06-18,,76.0,460,ZSL,Zjednoczone Stronnictwo Ludowe,United People's Party,5.3,74,158,,,,,,POL,Poland,ZSL,United People's Party,Zjednoczone Stronnictwo Ludowe,Zjednoczone Stronnictwo Ludowe,agr,Agrarian,5.3,4.9,6.5,5.4,,,,,,,,,74.0,2.0,1989,1980,1985
1216,POL,Poland,parliament,1989-06-18,,27.0,460,SD,Stronnictwo Demokratyczne,Democratic Party,1.2,74,158,,,1.4,1.4,1.4,POL,Poland,SD,Democratic Party,Stronnictwo Demokratyczne,Stronnictwo Demokratyczne,com,Communist/Socialist,1.3,1.4,3.0,3.3,92211.0,,,,,,,2612.0,74.0,14.0,1989,1980,1985
1104,POL,Poland,parliament,1991-10-27,12.31,62.0,460,D|W|U,Demokratyczna | WolnoÅ›ci | Unia,Democratic | Freedom | Union,5.2295,74,211,158.0,75.0,13.37,12.31,12.093333333333334,POL,Poland,D|W|U,Democratic | Freedom | Union,Demokratyczna | WolnoÅ›ci | Unia,Demokratyczna | Wolnosci | Unia,lib,Liberal,5.2295,7.3132,2.1208,9.7641,92434.0,,,,,,3180.0,2609.0,74.0,6.0,1991,1990,1990
629,POL,Poland,parliament,1991-10-27,12.0,60.0,460,SLD,Sojusz Lewicy Demokratycznej,Democratic Left Alliance,2.8299,74,211,158.0,75.0,41.04,16.2,20.01833333333333,POL,Poland,SLD,Democratic Left Alliance,Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,soc,Social democracy,2.8299,3.8505,1.8801,9.0872,92210.0,231.0,1616210.0,,3001.0,,3102.0,2601.0,74.0,11.0,1991,1990,1990
1758,POL,Poland,parliament,1991-10-27,8.7,49.0,460,ZChN,Zjednoczenie ChrzeÅ›cijaÅ„sko-Narodowe,Christian National Union,7.4,74,211,158.0,75.0,8.7,8.7,8.7,POL,Poland,ZChN,Christian National Union,Zjednoczenie ChrzeÅ›cijaÅ„sko-Narodowe,Zjednoczenie Chrzescijansko-Narodowe,con,Conservative,7.4,6.4,7.0,7.9,,,,,,,,,74.0,26.0,1991,1990,1990
664,POL,Poland,parliament,1991-10-27,8.7,48.0,460,PSL,Polskie Stronnictwo Ludowe,Polish People's Party,4.1856,74,211,158.0,75.0,15.4,8.53,8.72625,POL,Poland,PSL,Polish People's Party,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,agr,Agrarian,4.1856,2.8942,6.5491,5.3573,92811.0,229.0,1616811.0,,3002.0,,3006.0,2606.0,74.0,2.0,1991,1990,1990
548,POL,Poland,parliament,1991-10-27,7.5,46.0,460,KPN,Konfederacja Polski NiepodlegÅ‚ej,Confederation for Independent Poland,5.8333,74,211,158.0,75.0,7.5,6.65,6.65,POL,Poland,KPN,Confederation for Independent Poland,Konfederacja Polski NiepodlegÅ‚ej,Konfederacja Polski Niepodleglej,right,Right-wing,5.8333,5.9,8.5,2.3,92710.0,,,,3006.0,,,,74.0,40.0,1991,1990,1990
369,POL,Poland,parliament,1991-10-27,8.7,44.0,460,PC,Porozumienie Centrum,Centre Agreement,5.5556,74,211,158.0,75.0,8.7,8.7,8.7,POL,Poland,PC,Centre Agreement,Porozumienie Centrum,Porozumienie Centrum,chr,Christian democracy,5.5556,5.7,7.1,8.3,92521.0,,,,3005.0,,,,74.0,3.0,1991,1990,1990
1544,POL,Poland,parliament,1991-10-27,7.5,37.0,460,KLD,Kongres Liberalno-Demokratyczny,Liberal Democratic Congress,5.2778,74,211,158.0,75.0,7.5,7.5,7.5,POL,Poland,KLD,Liberal Democratic Congress,Kongres Liberalno-Demokratyczny,Kongres Liberalno-Demokratyczny,lib,Liberal,5.2778,6.7,3.6,8.7,92420.0,,,,3004.0,,,,74.0,6.0,1991,1990,1990
619,POL,Poland,parliament,1991-10-27,5.5,28.0,460,PL,Porozumenie Ludowe,Peasants Agreement,3.3333,74,211,158.0,75.0,5.5,5.5,5.5,POL,Poland,PL,Peasants Agreement,Porozumenie Ludowe,Porozumenie Ludowe,agr,Agrarian,3.3333,4.9,6.5,5.4,92810.0,,,,3002.0,,,,74.0,2.0,1991,1990,1990
1691,POL,Poland,parliament,1991-10-27,3.3,16.0,460,PPG,Polski Program Gospodarczy [DuÅ¼e Piwo],Polish Economic Program [Large Beer],6.0,74,211,158.0,75.0,3.3,3.3,3.3,POL,Poland,PPG,Polish Economic Program [Large Beer],Polski Program Gospodarczy [DuÅ¼e Piwo],Polski Program Gospodarczy [Duze Piwo],lib,Liberal,6.0,6.7,3.6,8.7,92433.0,,,,,,,,74.0,6.0,1991,1990,1990
900,POL,Poland,parliament,1991-10-27,1.2,7.0,460,MN,MniejszoÅ›Ä‡ niemiecka w Polsce,German minority,,74,211,158.0,75.0,1.2,0.345,0.40750000000000003,POL,Poland,MN,German minority,MniejszoÅ›Ä‡ niemiecka w Polsce,Mniejszosc niemiecka,spec,Special issue,,,,,92953.0,,,,,,,,74.0,16.0,1991,1990,1990
334,POL,Poland,parliament,1991-10-27,2.4,5.0,460,ChD,ChrzeÅ›cijaÅ„ska Demokracja,Christian Democracy,6.2,74,211,158.0,75.0,2.4,2.4,2.4,POL,Poland,ChD,Christian Democracy,ChrzeÅ›cijaÅ„ska Demokracja,Chrzescijanska Demokracja,chr,Christian democracy,6.2,5.7,7.1,8.3,92520.0,,,,,,,,74.0,3.0,1991,1990,1990
18,POL,Poland,parliament,1991-10-27,2.1,4.0,460,SoPr,SolidarnoÅ›Ä‡ Pracy,Labour Solidarity,3.3,74,211,158.0,75.0,2.1,2.1,2.1,POL,Poland,SoPr,Labour Solidarity,SolidarnoÅ›Ä‡ Pracy,Solidarnosc Pracy,soc,Social democracy,3.3,3.5,3.5,8.1,92321.0,,,,,,,,74.0,11.0,1991,1990,1990
1074,POL,Poland,parliament,1991-10-27,0.2,4.0,460,PZZ,Polski ZwiÄ…zek Zachodni,Polish Western Union,1.2,74,211,158.0,75.0,0.2,0.2,0.2,POL,Poland,PZZ,Polish Western Union,Polski ZwiÄ…zek Zachodni,Polski Zwiazek Zachodni,com,Communist/Socialist,1.3,1.4,3.0,3.3,92711.0,,,,,,,,74.0,14.0,1991,1990,1990
696,POL,Poland,parliament,1991-10-27,1.1,4.0,460,PCD,Partia ChrzeÅ›cijaÅ„skich DemokratÃ³w,Party of Christian Democrats,6.2,74,211,158.0,75.0,1.1,1.1,1.1,POL,Poland,PCD,Party of Christian Democrats,Partia ChrzeÅ›cijaÅ„skich DemokratÃ³w,Partia Chrzescijanskich Demokratow,chr,Christian democracy,6.2,5.7,7.1,8.3,92522.0,,,,,,,,74.0,3.0,1991,1990,1990
181,POL,Poland,parliament,1991-10-27,0.5,3.0,460,X,Partia X,Party X,8.7,74,211,158.0,75.0,0.5,0.5,0.5,POL,Poland,X,Party X,Partia X,Partia X,right,Right-wing,8.8,5.9,8.5,2.3,92712.0,,,,,,,,74.0,40.0,1991,1990,1990
1549,POL,Poland,parliament,1991-10-27,2.3,3.0,460,UPR|KNP,Unia Polityki Realnej | Kongres Nowej Prawicy,Real Politics Union | Congress of the New Right,9.7368,74,211,158.0,75.0,2.3,2.3,2.3,POL,Poland,UPR|KNP,Real Politics Union | Congress of the New Right,Unia Polityki Realnej | Kongres Nowej Prawicy,Unia Polityki Realnej | Kongres Nowej Prawicy,con,Conservative,9.7368,9.4737,8.1579,2.3684,92432.0,382.0,,,,,3154.0,,74.0,26.0,1991,1990,1990
